Tweet id,Tweet permalink,Tweet text,time,impressions,engagements,engagement rate,retweets,replies,likes,user profile clicks,url clicks,hashtag clicks,detail expands,permalink clicks,app opens,app installs,follows,email tweet,dial phone,media views,media engagements,promoted impressions,promoted engagements,promoted engagement rate,promoted retweets,promoted replies,promoted likes,promoted user profile clicks,promoted url clicks,promoted hashtag clicks,promoted detail expands,promoted permalink clicks,promoted app opens,promoted app installs,promoted follows,promoted email tweet,promoted dial phone,promoted media views,promoted media engagements
7.51117E+17,https://twitter.com/TrumanProject/status/751117253115015168,"A @realDonaldTrump presidency poses a grave danger to our nation.RT if you think itâ€™s time the GOP #AdmitHesUnfit https://t.co/7mkjYBpFxW",2016-07-07 18:14 +0000,4789,72,0.015034454,17,0,21,15,1,6,8,0,0,0,0,0,0,4,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
7.51071E+17,https://twitter.com/TrumanProject/status/751070947671760896,"Itâ€™s not hyperbole.Stakes of @realDonaldTrump win are too high. GOP must #AdmitHesUnfit. https://t.co/qPtRAueST4 https://t.co/3nhqKtDa01",2016-07-07 15:10 +0000,2569,51,0.019852083,11,0,9,7,5,6,10,0,0,0,0,0,0,3,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
7.51051E+17,https://twitter.com/TrumanProject/status/751050923875700736,"RE: @realDonaldTrump, @ThirdWayTweet &amp; @TrumanProject have just one ask:#AdmitHesUnfit https://t.co/Cs29hbl62d https://t.co/S2Q8wLUnLc",2016-07-07 13:51 +0000,6271,152,0.024238558,35,0,27,15,8,7,31,1,0,0,0,0,0,28,28,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
7.49266E+17,https://twitter.com/TrumanProject/status/749266447159951360,"RT @operationfree: This #FourthOfJulyWeekend, @MayorBallard urges that we declare our independence from oil: https://t.co/jneCTJZKDy",2016-07-02 15:40 +0000,1212,9,0.007425743,2,0,1,0,1,0,5,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
7.49022E+17,https://twitter.com/TrumanProject/status/749022345621274625,"If you want to learn more about the situation in Dhaka, tune in to watch @rgreer01 tonight at 8:00 PM EST on with @chrislhayes.",2016-07-01 23:30 +0000,1531,21,0.013716525,0,0,1,7,0,0,13,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
7.48961E+17,https://twitter.com/TrumanProject/status/748960871209136128,Pre-Fourth of July reading: A strong case for energy independence by @MayorBallard https://t.co/g2aK4bppkL cc @OperationFree,2016-07-01 19:26 +0000,1181,9,0.00762066,1,0,0,0,5,0,3,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
7.48619E+17,https://twitter.com/TrumanProject/status/748619137203613697,"""A Military Guide to Accessing Research on Fragile States"" by @TheMitraNetwork co-founder @caitlin_tulloch https://t.co/oTAKma4O4j",2016-06-30 20:48 +0000,1739,17,0.009775733,2,0,3,2,8,0,2,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
7.48568E+17,https://twitter.com/TrumanProject/status/748568248963203072,Weâ€™re proud to announce the release of @BestWorstPrez by Truman Member/Pro @POTUS mythbuster @ProfessorHannah. https://t.co/wK0vtreQBE,2016-06-30 17:25 +0000,2443,97,0.03970528,5,0,7,9,0,0,28,0,0,0,0,0,0,48,48,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
7.48544E+17,https://twitter.com/TrumanProject/status/748544053269172224,"Congratulations, Kingston! https://t.co/CGaZl3hGbb",2016-06-30 15:49 +0000,1172,4,0.003412969,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
7.48524E+17,https://twitter.com/TrumanProject/status/748524499851567104,"âœ”Brexitâœ”TrumpIs this the end of the post-WWII global order? @JFonIR explores in @huffingtonpost https://t.co/mnjAbVKoqK",2016-06-30 14:32 +0000,1076,6,0.005576208,0,0,1,0,4,0,1,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
7.48192E+17,https://twitter.com/TrumanProject/status/748191868639293440,.@sethmoulton &amp; @PeteButtigieg: The future of American strength!  https://t.co/V5vh1V5igL,2016-06-29 16:30 +0000,1535,16,0.010423453,3,0,2,3,1,0,7,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
7.48175E+17,https://twitter.com/TrumanProject/status/748175486782705664,When it comes to protecting visas for US allies â€“ the Senate missed an opportunity writes @JFonIR on @gazettedotcom https://t.co/QSM1HZCBAf,2016-06-29 15:25 +0000,1566,13,0.008301405,5,0,2,4,0,0,2,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
7.47142E+17,https://twitter.com/TrumanProject/status/747141830211416064,"Thanks to the entire community that helped make #TruCon16 such a success!Now, it's time to get to work.",2016-06-26 18:57 +0000,2118,29,0.013692162,4,0,14,2,0,2,7,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
7.47139E+17,https://twitter.com/TrumanProject/status/747138981062643712,One last dose of #Breenspiration from @M_Breen himself put the bow on #TruCon16. https://t.co/Inmy5QGLKf,2016-06-26 18:46 +0000,1818,40,0.0220022,3,1,2,7,0,7,3,0,0,0,0,0,0,17,17,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
7.47131E+17,https://twitter.com/TrumanProject/status/747130820314431488,#StratComms breakout - compliments of @eliejacobs @philwnyc &amp; @DealyMahler. https://t.co/70koLTaJel,2016-06-26 18:14 +0000,1367,28,0.020482809,3,0,5,3,0,0,5,0,0,0,0,0,0,12,12,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
7.47103E+17,https://twitter.com/TrumanProject/status/747102962338635776,We couldn't be more ready. https://t.co/siZtpk8Hdz,2016-06-26 16:23 +0000,1161,2,0.001722653,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
7.47093E+17,https://twitter.com/TrumanProject/status/747093405071712257,#SundayMorning at #TruCon16 https://t.co/GVNVTQKxCY,2016-06-26 15:45 +0000,1158,43,0.037132988,1,0,4,1,4,2,0,0,0,0,0,0,0,31,31,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
7.47091E+17,https://twitter.com/TrumanProject/status/747091356451999745,"Thanks, @MikeMoschella for helping lead another great session! #TruCon16 https://t.co/rnlzLH1uGn",2016-06-26 15:37 +0000,1715,39,0.022740525,2,0,9,4,6,0,10,0,0,0,0,0,0,8,8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
7.47088E+17,https://twitter.com/TrumanProject/status/747088101663703040,Fact checking school house rock w/ @sayssea @reemadodin &amp; @RobLeonard. #TruCon16 https://t.co/eJj1VuWAkd,2016-06-26 15:24 +0000,1441,40,0.027758501,0,0,7,9,3,1,1,0,0,0,1,0,0,18,18,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
7.47084E+17,https://twitter.com/TrumanProject/status/747084407396261889,.@SidneyOlinyk @LukeHartig &amp; Kimberly Jackson on continuing to #serve. #TruCon16 https://t.co/bAa3Cf5mqC,2016-06-26 15:09 +0000,1589,36,0.022655758,4,0,6,3,2,0,2,0,0,0,0,0,0,19,19,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
7.47081E+17,https://twitter.com/TrumanProject/status/747081205246472193,".@MAAlcala rocking the #TruCon16 stage, and the Truman  #swag. https://t.co/0Bj2Yerzg4",2016-06-26 14:56 +0000,1099,64,0.058234759,1,1,7,6,5,1,16,0,0,0,0,0,0,27,27,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
7.47069E+17,https://twitter.com/TrumanProject/status/747069160165879809,The #swag has arrived. #TruCon16 https://t.co/WF7Q7s9h1P,2016-06-26 14:09 +0000,830,21,0.025301205,0,0,2,1,0,2,1,0,0,0,0,0,0,15,15,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
7.46829E+17,https://twitter.com/TrumanProject/status/746828597793533952,#TruCon16 day three is in the books! https://t.co/HtM4t1LL8T,2016-06-25 22:13 +0000,1029,35,0.034013605,3,0,7,2,23,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
7.46823E+17,https://twitter.com/TrumanProject/status/746822856928075776,"Shot: #Breenspiration Chaser: #Springspiration.#TruCon16 https://t.co/oUeUBA4se7",2016-06-25 21:50 +0000,1066,35,0.032833021,1,0,8,2,0,4,3,0,0,0,0,0,0,17,17,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
7.46814E+17,https://twitter.com/TrumanProject/status/746813785726455808,.@GilCabrera knows how to #Get2Work. #TruCon16 https://t.co/lmQbxJPgmZ,2016-06-25 21:14 +0000,1269,42,0.033096927,2,0,6,3,2,2,8,0,0,0,0,0,0,19,19,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
7.4681E+17,https://twitter.com/TrumanProject/status/746809708980408320,"Just when you thought you couldn't be more #inspired, @RepScottHolcomb takes the stage. #TruCon16 https://t.co/OPfQQ9EvUS",2016-06-25 20:58 +0000,1207,30,0.024855012,3,0,3,5,0,2,13,0,0,0,0,0,0,4,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
7.46808E+17,https://twitter.com/TrumanProject/status/746807855680991232,.@MissyatWSU is taking #TruCon16 into the shadow of the space needle. https://t.co/ICMr4U5tUi,2016-06-25 20:50 +0000,1386,27,0.019480519,5,0,3,5,0,2,6,0,0,0,0,0,0,6,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
7.46804E+17,https://twitter.com/TrumanProject/status/746803743316934656,"Truman Electeds Panel: @MissyatWSU, @appelgardner, @RepScottHolcomb, @ConniePillich &amp; @GilCabrera #stacked #TruCon16 https://t.co/gx9ckMgYG5",2016-06-25 20:34 +0000,1314,35,0.026636225,2,0,5,2,0,0,6,0,0,0,0,0,0,20,20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
7.46797E+17,https://twitter.com/TrumanProject/status/746796964386377728,Turning ideas into action. #TruCon16 https://t.co/rDeA7eHaFY,2016-06-25 20:07 +0000,1337,114,0.08526552,2,0,9,9,5,2,9,0,0,0,0,0,0,78,78,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
7.46775E+17,https://twitter.com/TrumanProject/status/746775231952490496,"Critical tools for any #natsec / foreign policy professional. #TruCon16 cc: @joshuamarcuse https://t.co/k7C8sJ269Y",2016-06-25 18:41 +0000,1589,48,0.030207678,3,0,9,4,0,1,17,0,0,0,0,0,0,14,14,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
